olumsuz,5 ay sonunda çalışmaz hale geldi
olumsuz,Uyduruk
olumsuz,Rexonaya yakışmayacak kadar kötü
olumsuz,kokusu rezil arkadaşlar
olumsuz,Kötü
olumsuz,KALİTE DUSUK
olumsuz,Kapağın içine akmış.
olumsuz,Beyaz tişörtlerimi rezil etti.
olumsuz,Ürün akmis
olumsuz,TIKANIYOR VE DONUYOR
olumsuz,Kalıcılık yok
olumsuz,Ürünü kokusu hiç güzel dehil
olumsuz,O kadar küçük ki inanamadım
olumsuz,kapağı bozuk geldi
olumsuz,Kendi kendine akiyo
olumsuz,orijinin degil
olumsuz,Ürünün açıklaması yetersiz
olumsuz,Ürün orjinal mi
olumsuz,Rengi aşırı koyu
olumsuz,kapatmıyor
olumsuz,Yanlış renk
olumsuz,Berbat
olumsuz,Renk alakasız ALMAYIN
olumsuz,Başlığı bozuk çevrilmiyor
olumsuz,Orginal değil
olumsuz,Dayanıklı değil
olumsuz,ALMAYIN
olumsuz,Çok kötü
olumsuz,light versiyonu aldım rengi farklı dokusu farklı
olumsuz,Bozuk
olumsuz,Tavsiye etmiyorum laptopum çizik içinde kaldı!
olumsuz,Hatalı ürün geldi
olumsuz,Çok kullanışlı değil
olumsuz,pek iyi değil
olumsuz,Ürünün kalitesi
olumsuz,Sabit durmuyor
olumsuz,kalite çok kötü
olumsuz,Kalitesi Çok düşük
olumsuz,kalitesiz
olumsuz,taşınabililir laptop standım kırıldı.
olumsuz,Dandik
olumsuz,ürün kusurlu geldi
olumsuz,Kesinlikle tavsiye etmiyorum
olumsuz,Kullanılmış ürün
olumsuz,Maalesef açı yeterli değil!
olumsuz,Ürün sağlam gelse güzel
olumsuz,Yine Çin malı ve yine Kötü
olumsuz,Ürün kalitesi iyi değil
olumsuz,Pimi düşüyor
olumsuz,Berbat kalite ve uyumsuz ürün.
olumsuz,ikinci gün kırıldı
olumsuz,Ürün üzerinde hasarlar mevcut ayrıca ayaklarında denge yok biri uzun diğeri kısa
olumsuz,Düşük kalite
olumsuz,çok kalitesiz
olumsuz,Sağ ayağı daha kısa
olumsuz,ürünün konsepti güzel
olumsuz,15.6 Laptop için yetersiz mukavemet
olumsuz,Cıkabılen ayaklar
olumsuz,ÇOK KÖTÜ
olumsuz,Dengeli değil
olumsuz,bozuk geldi
olumsuz,5 Ayda arızalandı
olumsuz,Scrool tuşu bozulması ve deri kalkması
olumsuz,Sağ Tıkı Bozuluyor
olumsuz,Scroll( mouse tekeri) çok hızlı bir şekilde bozuldu.
olumsuz,beş para etmez
olumsuz,Dandik ve kötü ürün
olumsuz,Sensörü Kötü
olumsuz,Sorunlu
olumsuz,Kronik olarak sol click arızalı!
olumsuz,Kronik Bağlantı Sorunu
olumsuz,Ürün kronik sorunlu
olumsuz,üründe az kullanımda catlama oldu
olumsuz,Pil ömrü palavra
olumsuz,PİL CANAVARI
olumsuz,ÇALIŞMIYORRR
olumsuz,Beğenmedim
olumsuz,Pil Ömrü 400+ değil -40 saat.
olumsuz,Başarısız
olumsuz,Tık problemi ve donma sorunu var
olumsuz,SATIŞ SONRASI HİZMET BERBAT
olumsuz,ÜRÜN BOZUK
olumsuz,Tuşları bozuldu
olumsuz,Aşırı şekilde kötü
olumsuz,tavsiye etmiyorum
olumsuz,Bağlantı
olumsuz,İade ettiğim tek ürün
olumsuz,bağlantı problemi
olumsuz,Hiç rahat değil ve çok kötü malzeme kalitesi.
olumsuz,ürün kronik sorunlu.
olumsuz,Ürün Nano Alıcısı Çalışmıyor
olumsuz,bozuldu
olumsuz,dandik ürün
olumsuz,2 ayda bozuldu
olumsuz,1 senede bozuldu.
olumsuz,Berbat ürün berbat sistem
olumsuz,çok çabuk bozuldu
olumsuz,Eksik parca
olumsuz,Ürün kusurlu geldi
olumsuz,Kablolu olanı almadığıma pişmanım
olumsuz,Kablosuz hiç iyi değil
olumsuz,yeni pil ile çalışmıyor
olumsuz,F1 de kronik hatalı bence
olumsuz,LT ve RT tuşları bozuluyor
olumsuz,İdare eder
olumsuz,İğrenç
olumsuz,Bence degmez
olumsuz,en ucuz konsolun yapmadığını yapıyor...
olumsuz,Ürün genel itibariyle arızalı.
olumsuz,ürün arızalı
olumsuz,Titreşim yok
olumsuz,6. ayda bozuldu
olumsuz,Fiyatın aşırı düşmesi
olumsuz,Kesinlikle almayın
olumsuz,Faturam halâ gelmedi faturamı gondermediniz
olumsuz,SON TERCİHİNİZ OLSUN BU GAMEPAD
olumsuz,Çoğu oyunda çalışmıyor
olumsuz,alma
olumsuz,tuşları takılıyor
olumsuz,Aynı gün teslimat sorunu
olumsuz,Ürünün sahte olup olmadığını bilmem ama ortada bariz bir kalitesizliğin olduğu kesin.
olumsuz,Gereksiz pahalı 200tlye aldığınız mausepad ile ayni
olumsuz,BERBATTTTT!!!!
olumsuz,teslimat süresi berbat ötesi
olumsuz,kolay eskiyor
olumsuz,Kullanılmış Ürün
olumsuz,KUTU ÇOK TOZ ve TOPRAK DOLU
olumsuz,aşırı derecede terletiyor
olumsuz,Rgb Problemi
olumsuz,YANLIŞ ÜRÜN GELDİ.
olumsuz,gereksiz pahalı
olumsuz,Fazla sağlam olduğunu düşünmüyorum
olumsuz,renk problemli
olumsuz,basit mauspadler kadar etkisiz
olumsuz,Mouse Donuyor
olumsuz,leş
olumsuz,Ürün düz durmuyor. Dalgalı bir yapısı var.
olumsuz,Kenarları atıyor
olumsuz,logosu soyuldu
olumsuz,Başarısız 1450 tl boşa gitti
olumsuz,kova pedalı takılıyor.
olumsuz,Fiyasko
olumsuz,Eksik ürün
olumsuz,Çok kalitesiz
olumsuz,Kalitesiz
olumsuz,çöp çok kullanışsız
olumsuz,Vileda turbo temizlik seti yok
olumsuz,Eksik ürün ile geldi
olumsuz,Pedal boşa dönmesi
olumsuz,Pedal boşa dönmesi kötü
olumsuz,Eksik ürün
olumsuz,sorunlu ürün iade sorunu.
olumsuz,Ürün hasarlı çalışmıyor
olumsuz,Kaza riski var!
olumsuz,Malzeme kalitesi kötü
olumsuz,Pedal sorunu
olumsuz,Pedalı bozuldu
olumsuz,Ürün çabuk bozuluyor
olumsuz,Ürün arızalı geldi
olumsuz,Vileda Turbo Pedallı Paspas bir Ayda Bozuldu
olumsuz,Bozuldu
olumsuz,Bozuk pedal
olumsuz,kusurlu teslim edildi
olumsuz,eziyet
olumsuz,İŞ GÖRMEZ KALİTESİZ
olumsuz,Görseldeki gibi bir ürün değil.
olumsuz,Uygunsuz
olumsuz,Çok Kalitesiz
olumsuz,Rakam sayısı yetersiz
olumsuz,Eksik Parça Gönderimi Nedeniyle Hiçbir İşe Yaramayan Numaratör.
olumsuz,Kullanışsız
olumsuz,Uyduruk ve kalitesiz
olumsuz,Eksik
olumsuz,Kırık olarak teslim edildi.
olumsuz,Kullanışsız ve çok dayanıksız
olumsuz,Eksik Malzeme
olumsuz,Kalitesi çok düşük.
olumsuz,Aşırı derecede kalitesiz.
olumsuz,Kırık
olumsuz,Basit
olumsuz,Çok basit
olumsuz,Malzeme kırık geldi
olumsuz,üzdü
olumsuz,Plastik kötü
olumsuz,KESİNLİKLE ALINMAZ
olumsuz,Kalitesiz
olumsuz,Kalitesiz alet
olumsuz,Kalitesiz malzeme
olumsuz,Kalitesiz ürün
olumsuz,Numara eksik 5 rakamı
olumsuz,Berbat
olumsuz,Kalite Sıfır
olumsuz,Eksik numara gönderildi
olumsuz,Kırık ürün
olumsuz,Memnuniyet
olumsuz,Sıcakta eriyor!
olumsuz,Kırık geldi
olumsuz,Çok kötü
olumsuz,Sunumu ve içindekiler arasında çok fark var
olumsuz,Gece belli olmuyor
olumsuz,Kullanışlı değil
olumsuz,Yanıltıcı Ürün Tanıtımı - Çok Kötü
olumsuz,Kırık
olumsuz,Kırık beş para etmez
olumsuz,Ürün çok basit
olumsuz,kalitesiz
olumsuz,PAKETSİZ KARGOYA VERMİŞLER TIRNAKLARI KIRIK GELDİ KULLANIMA UYGUN DEĞİL
olumsuz,Karton gibi
olumsuz,Berbat
olumsuz,Aşırı kalitesiz
olumsuz,İki kere aldım ikisi de kırık geldi tek tarafları
olumsuz,Pişmanlık
olumsuz,kırık geldi kullanılmıyor.
olumsuz,görseldeki ürün ile gönderilen ürün farklı
olumsuz,Büyük ihtimalle içinde bir parça kırılmış
olumsuz,Ürün kırık ve kutusu açık halde geldi.
olumsuz,Kalitesiz ve kırık bir ürün geldi.
olumsuz,Kalitesiz ürün
olumsuz,Baş belası sinir katsayınız artabilir
olumsuz,çok basit
olumsuz,Güneş dayanıklılık sıfır
olumsuz,İçindeki Plastik Parçalar Kırık
olumsuz,Rezalet
olumsuz,Ürün çok basit plastikten yapılmış hemen kırıldı
olumsuz,Plastik kalitesi çok kötü.
olumsuz,Kalitesiz plastik
olumsuz,İşlevsiz
olumsuz,Bozuk
olumsuz,Çizik geldi
olumsuz,Erime oldu
olumsuz,KALİTESİZ
olumsuz,Görsele aldanmayın
olumsuz,Çatlak
olumsuz,kötü ürün güneşte yamuldu
olumsuz,Kalitesiz
olumsuz,Kalitesiz parça
olumsuz,Kalitesizdi
olumsuz,Tek rakam eksik
olumsuz,Önermem
olumsuz,Rakam sayısı az ve yapışmıyor
olumsuz,kötü çıktı
olumsuz,Aşırı dandik bir ürün.
olumsuz,Berbat
olumsuz,ucuz ama kalitesiz
olumsuz,Güneşte eridi
olumsuz,çok kötü
olumsuz,Ürün bahsedildiği gibi fosforlu değil.
olumsuz,Kalitesiz malzeme kalitesiz ürün
olumsuz,Fotoğraf yanıltıcı
olumsuz,Karanlıkda Fosforlu rakamlar görülmüyor
olumsuz,Olumsuz
olumsuz,ürün açılmış
olumsuz,Rakamların adedi
olumsuz,Kalitesiz.
olumsuz,Çok basit
olumsuz,2 Adet aldım biri bozuk geldi
olumsuz,Eridi
olumsuz,içinden rakamlar çıkmadığı için kullanamadım. boş ince aynalı kutu.
